row_id,logical_request_hash,phase,method,budget,run_id,final_started_at_utc,final_finished_at_utc,state_call_started_min_utc,state_call_finished_max_utc,state_call_timing_available,state_call_timing_note,attempt_count,timed_final_attempt_count,provider_call_count_from_score,source_cassette_sha256,source_scores_sha256,source_cassette_row_sha256,source_score_row_sha256,source_cassette_line_number,source_score_line_number,timing_scope,provider_name,provider_tag,quantization,http_status,backend_error,returned_model_match,reasoning_content_present,reasoning_tokens_observed
pcgds_v2_00001_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::rolling_visible_carry_forward::budget600::run1,2ce31d10b9225c3764e59a682a93c37efd204e318d14cba7447e3c1ceed619d1,admission,rolling_visible_carry_forward,600,1,2026-06-29T11:24:52Z,2026-06-29T11:24:58Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,4,1471cecc761e86064d93d0c8cbf77d97f44b2125ad0ae33e442759e936969be9,3fe8bebbc1718d974c22aaf14d4afadd0d14f5c0498185aaf5e03c7b8af0a7a2,ad2663efa53c672d10a8a9461b2a365702799ee265f34401c116df81b6e303c7,a129371d848cd458cae91598b4d635cc207645bfd320d5a6d71c69f0943f0992,11,11,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00001_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::rolling_visible_fields_only::budget1200::run1,d3a8e9612055f512824059ad99473f0fdd4767d7d01b5d1367b0893cb17ab10e,admission,rolling_visible_fields_only,1200,1,2026-06-29T11:24:52Z,2026-06-29T11:24:55Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,4,1471cecc761e86064d93d0c8cbf77d97f44b2125ad0ae33e442759e936969be9,3fe8bebbc1718d974c22aaf14d4afadd0d14f5c0498185aaf5e03c7b8af0a7a2,821d49a55b706a0f949d4af02229e2bc419e97e9c59edb9bd45efab0fcee91c1,433f61e72f75056e9652ff00b9d02f8ef4becf7b3b4cd4e477e79c97dc04ba80,12,12,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00001_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::rolling_visible_fields_only::budget600::run1,2c923fa205eca84458d035503ea71f7474eea83fc650babbc0a2ff5d6f87cfe3,admission,rolling_visible_fields_only,600,1,2026-06-29T11:24:49Z,2026-06-29T11:24:54Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,4,1471cecc761e86064d93d0c8cbf77d97f44b2125ad0ae33e442759e936969be9,3fe8bebbc1718d974c22aaf14d4afadd0d14f5c0498185aaf5e03c7b8af0a7a2,2aaa30ac5ed32a81898a332f9e607e6c9d90249e7dfd12c21419e39c55166fe8,fea70a4cdad91c14cc91aac96a2c268ff1cc3073b90aa48aacce98a1e5b5b66b,13,13,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00001_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::ssr_no_visible_carry::budget1200::run1,10fb1fca931929abf54b703acb37243f20aa09cd619d7af59b76aa878c499335,admission,ssr_no_visible_carry,1200,1,2026-06-29T11:24:58Z,2026-06-29T11:25:02Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,4,1471cecc761e86064d93d0c8cbf77d97f44b2125ad0ae33e442759e936969be9,3fe8bebbc1718d974c22aaf14d4afadd0d14f5c0498185aaf5e03c7b8af0a7a2,bdd0e907534ec568e0bc18610f43d8a82f7bb824a3f44195f980e6e6899653af,f3a8f7936f500bd3013618aa583303028d6fa02930adba3180e60dd078531335,14,14,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00001_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::ssr_no_visible_carry::budget300::run1,30b4a7ea6f74e782627684fd5b541f2b6fb7b886a1052f7a5829660daeda2bca,admission,ssr_no_visible_carry,300,1,2026-06-29T11:25:01Z,2026-06-29T11:25:03Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,4,1471cecc761e86064d93d0c8cbf77d97f44b2125ad0ae33e442759e936969be9,3fe8bebbc1718d974c22aaf14d4afadd0d14f5c0498185aaf5e03c7b8af0a7a2,6019c461f835246f161fc79c2ecd87dfdcd2312c2fb47bdfe38e7bd393369968,a99916c76da5942720e4ae4c7e80efc7f7dd4086042ac5df00d385364dca0ee4,15,15,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00001_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::ssr_no_visible_carry::budget600::run1,025b8acb265b401a750b6b7dfd66c19357099ae6b2bdbb3834d3b048f8c98790,admission,ssr_no_visible_carry,600,1,2026-06-29T11:24:58Z,2026-06-29T11:25:02Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,4,1471cecc761e86064d93d0c8cbf77d97f44b2125ad0ae33e442759e936969be9,3fe8bebbc1718d974c22aaf14d4afadd0d14f5c0498185aaf5e03c7b8af0a7a2,3971a25b3483665c36b93247788dca15c36ce9bf02fdf4296b7d24ba2f254feb,1e126a3772f5a26d9e739ce74b0d0daab89792a06c3b23e269ee7c75d55148ec,16,16,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00001_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::loop_only::budget1200::run1,2ee78da7b2e21f039201b910b962a44f54f80722e7da81035e2ee99ac5660bca,confirmatory,loop_only,1200,1,2026-06-29T11:25:13Z,2026-06-29T11:25:15Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,4,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,2800a6a52972c00a0470490ab916a64a080cbca40cf756faa330f5a5f6c721bd,82b209cdaa1e29caeb53a96c483b9d4667d0b9465e636ebb8e50bbf679a64eb6,1,1,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00001_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::loop_only::budget1200::run2,8aa1b5378bb8b496068a64dfd59b93143db77208454f8c77398c21468deda7cf,confirmatory,loop_only,1200,2,2026-06-29T11:25:11Z,2026-06-29T11:25:14Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,4,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,f7968b7bdb5cf890a25b51ef971e9bda71b983688e734697a4304ea03b0fd87a,d61a55fddc67def779d89afa16989e083422daff64c2cf381a6f86d6e4c10aa1,2,2,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00001_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::loop_only::budget1200::run3,bd15234a84aca8650b563c98c711c0a8583de7c50714e85290506f221bdf618a,confirmatory,loop_only,1200,3,2026-06-29T11:25:11Z,2026-06-29T11:25:14Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,4,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,98e631895626e58ec0de8b96c68aecde9dfd72fd27138061afdbe2e5bd3a0740,f74a316819d256d903fd624b791b5588114d444617280699a186310250cc9c34,3,3,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00001_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::loop_only::budget600::run1,b8798647371fc917af21ade96bf75ff3d44c214e9292ea525d9349f2a4ae1142,confirmatory,loop_only,600,1,2026-06-29T11:25:09Z,2026-06-29T11:25:11Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,4,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,d6db8797cda16d9d528742bbad251ceacdea814ac83edda4b1b6004e3ef4f0fc,dc4678e529cac7a876bfc9f48c93381a88024a34494a73a4a08083204326f96f,4,4,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00001_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::loop_only::budget600::run2,62b5367e5b92a1437ed326d6cf587552c1bb600f1b8460ebd664bdbf3db419a1,confirmatory,loop_only,600,2,2026-06-29T11:25:09Z,2026-06-29T11:25:11Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,4,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,ff4ff44626cad8521f98b3f993a5108afe76b532a10a1df0b583cef0f36f5023,7f8879c4b5b5d91a6c487eb63a7aea5acced0ea5510dba7e5c8913e1a1c4d351,5,5,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00001_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::loop_only::budget600::run3,c863f7385dbb5ad50a90fabc637837093c7001ed17a84f9a707b696592795d09,confirmatory,loop_only,600,3,2026-06-29T11:25:09Z,2026-06-29T11:25:11Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,4,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,ff65ca54545ebec21368e6dd36abb8b15d47d4c057d9049c92e5447787f10624,739817de58274a330f29fe193e9a396503f40f61c488cec58615cfe7e2e399ee,6,6,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00001_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::mature_ssr_loop::budget1200::run1,a899e97eb0cd05ed274cee67c0b6b04e9cfa96740173fb203c091fbef13db6f1,confirmatory,mature_ssr_loop,1200,1,2026-06-29T11:25:11Z,2026-06-29T11:25:11Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,3,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,01455ff6f06b5fc058bdc8dcfc8ca184607257d94b87edf0b87243e043589d75,1162b9f68432c211447faf12e22fc4dba1d33ba52ddd13f7c61006cf80c2c31c,7,7,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00001_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::mature_ssr_loop::budget1200::run2,c0286fb13123e8b8a69ee80ff3bddcdc909267c1308b41eb2ab3fa953aecd13c,confirmatory,mature_ssr_loop,1200,2,2026-06-29T11:25:17Z,2026-06-29T11:25:17Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,3,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,db83702ea032d9eb1d6e14f7af601361dfae1a7af1109830f5e9341b066e4eaa,bf3069959565ed801256696d22b85c4d28e5a75640bf02e015917b09bf0f7bc7,8,8,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00001_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::mature_ssr_loop::budget1200::run3,81dbf67555d5fccc14684af93b5896a8ad4b51745d9b940892439d12e91b57fe,confirmatory,mature_ssr_loop,1200,3,2026-06-29T11:25:16Z,2026-06-29T11:25:16Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,3,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,f29949e00ab7b9ef3a42f1e7b5f9c68c0886e333bfe44505d9a05b6853793b35,b4a61b1578636c5c1a95816b5ee4746cb665215d5ce5262423c7ce5af090cbd1,9,9,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00001_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::mature_ssr_loop::budget600::run1,9bebf3da1c005b834472572be697a0a08e47769b4d9fd323d918e56c881ffbae,confirmatory,mature_ssr_loop,600,1,2026-06-29T11:25:10Z,2026-06-29T11:25:10Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,3,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,db6b82d2e5800ba4aa4a0b5cf59e8819ec371338e10b62878de94bad55813dcd,3ff42aa53373dcd7077d7232eb5e153e42ccac0e4846ccbb92d670fb23812cfe,10,10,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00001_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::mature_ssr_loop::budget600::run2,b5badd8444535d85cc465ac7eeb3f0b58eb4cadc54642ce6516dfc175772efec,confirmatory,mature_ssr_loop,600,2,2026-06-29T11:25:10Z,2026-06-29T11:25:10Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,3,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,1804654bdec3901630d9a9187dd99e7c3cac969a2698b64ce61313aa3dd5487a,38fce3b351c38c63657da23efc5a584efae522c128eb134892759dbaa50f76d0,11,11,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00001_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::mature_ssr_loop::budget600::run3,3f12583bcece3bfcdae66907de15845579aa4386b742159a56dfdf64fa903c4f,confirmatory,mature_ssr_loop,600,3,2026-06-29T11:25:10Z,2026-06-29T11:25:10Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,3,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,a63322ed621d1541094236782a44c6ae6d2567669eba904df3339b5de260cc36,75f8817b43b7d6bcdc61d7031123dc14b232e475c2a9902fcfae1ea38aa814ed,12,12,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00001_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::rolling_summary::budget1200::run1,4b92608ea649dd52577540fc20946d824dfdaad9d2ba03e9c7a0fbe090b0ecac,confirmatory,rolling_summary,1200,1,2026-06-29T11:25:18Z,2026-06-29T11:25:21Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,4,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,ba4dc14deb8e94c726f1ee48a363de64fbcd8d52baeb14354e250b4f7dc5d5ed,228e9ffb4130b67fbaabbab5468fe1b9dcaf04ad2a00594737ab07d9e0336d50,13,13,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00001_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::rolling_summary::budget1200::run2,4e5818d7c38af03b9739b7e7377f2a4f69680260f4a82a59a11e677eae4b5d52,confirmatory,rolling_summary,1200,2,2026-06-29T11:25:18Z,2026-06-29T11:25:20Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,4,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,b19c7d448cb21ab8887532350707ffeb12f62139da24e7c9d25c004490e8facc,c36fe0a0dabb7ea099e08cfc35976168802c5cf462f8c1984a63fefbb48473d2,14,14,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
pcgds_v2_00001_api_migration_state_transition_easy::openrouter_qwen3_coder_alibaba_supplement::rolling_summary::budget1200::run3,3b3e92134dbbc02af81f7cfb2b33f53eecebab54b73e75f5456d5a617bbc2455,confirmatory,rolling_summary,1200,3,2026-06-29T11:25:20Z,2026-06-29T11:25:22Z,,,False,cassette state_calls summarize provider calls but do not expose per-state-call started_at_utc/finished_at_utc,1,1,4,45f1aa8d58b7841c8e6b938907c8f1a009d1968e2acd5ed70fde6ecb36a560c6,9f44e0f42be56d40a57e5dc1fd4e74118e2cdc1bda1c0188b2132bf20e713466,d2ad1b3bd36d94c7b2c21829073a976c75e5823538580501da35fd735189ecbe,4406108d5c965e44986221f303036c4eea1b7e2f3c5cbacca3587369c92ed527,15,15,final_answer_provider_attempts_only,Alibaba,alibaba/opensource,unknown,200,False,True,False,0
